episode,rewards,q_values,td_errors,path_lengths,fidelities,success
0,67.41956671765381,0,0.0,6,0.9186112250364027,1
1,1.8649342629198187,0,0.0,10,0.9025055990612308,0
2,68.2741715451274,0,0.0,8,0.9471816992094292,1
3,65.97309310086956,0,0.0,2,0.8618249210390448,1
4,68.60579634529181,0,0.0,10,0.9641593671103333,1
5,2.2428641780511405,0,0.0,10,0.9982365307540495,0
6,2.1715504299684225,0,0.0,10,0.9805344611162152,0
7,2.2459078196579454,0,0.0,10,0.9989611451897354,0
8,68.75580118884011,0,0.0,9,0.961912283858076,1
9,67.53235356575307,0,0.0,10,0.943382966947495,1
10,67.85743923979578,0,0.0,9,0.9443664463265328,1
11,64.51673376319962,0,0.0,10,0.883031662645704,1
12,64.5608704624911,0,0.0,2,0.829603410111581,1
13,69.57429366562154,0,0.0,7,0.9675136714027789,1
14,2.2390464595274704,0,0.0,10,0.9972927575191682,0
15,2.245889690895204,0,0.0,10,0.9989843807037767,0
16,1.2579596485281346,0,0.0,8,0.8369558439650869,0
17,1.9680952131151002,0,0.0,10,0.9288486683409704,0
18,1.93972034500736,0,0.0,10,0.9218399384604217,0
19,71.44721674483375,0,0.0,6,0.9989805983020665,1
20,1.8897476342137476,0,0.0,10,0.9089416816149327,0
21,1.454344608176327,0,0.0,8,0.9037884275621537,0
22,71.29435859523136,0,0.0,6,0.9960238139988139,1
23,70.13101552295443,0,0.0,4,0.9627292495679145,1
24,69.8675018818947,0,0.0,9,0.9832865313677552,1
25,70.69368980104669,0,0.0,9,0.9989397962715109,1
26,65.04119510401127,0,0.0,8,0.8814072781447709,1
27,71.27394733317098,0,0.0,6,0.9956285004958902,1
28,2.226230837966895,0,0.0,10,0.9940297212896809,0
29,68.60287718415081,0,0.0,9,0.9589428844673328,1
30,70.69569243268734,0,0.0,9,0.9989778045105201,1
31,70.94474327934587,0,0.0,8,0.9989504147984137,1
32,1.16321631994796,0,0.0,8,0.8037482235236774,0
33,68.17943578800498,0,0.0,6,0.9341860038550888,1
34,63.64329888263258,0,0.0,10,0.8649558920650667,1
35,64.71161571787835,0,0.0,4,0.8475700036843419,1
36,1.9351246680830816,0,0.0,10,0.9205566015350849,0
37,68.73650757715268,0,0.0,3,0.928305582058789,1
38,71.98842518816298,0,0.0,3,0.9948044056412649,1
39,1.4995520744644626,0,0.0,10,0.8040213075161626,0
40,2.1532614942339876,0,0.0,10,0.9759636617275433,0
41,68.80639195332753,0,0.0,5,0.9413112002692825,1
42,70.24213829115847,0,0.0,5,0.9702857932404635,1
43,68.20475988954952,0,0.0,6,0.9347014747525905,1
44,1.8486418965322944,0,0.0,10,0.8959797561051169,0
45,1.6220121629866104,0,0.0,10,0.8379575870162896,0
46,68.12650437914226,0,0.0,6,0.9331076169992636,1
47,1.0988668622239834,0,0.0,6,0.9316465493622396,0
48,69.67598629071759,0,0.0,5,0.9589424395139169,1
49,68.79426797641479,0,0.0,2,0.9235473568717792,1
50,62.49592797019441,0,0.0,5,0.8046606855779512,1
51,70.33772117009529,0,0.0,8,0.9873700315210593,1
52,1.7452397106851594,0,0.0,9,0.9279063372672195,0
53,65.61700696336318,0,0.0,9,0.8994684933942053,1
54,1.1935829420415125,0,0.0,6,0.9747404808755412,0
55,66.08962354692157,0,0.0,9,0.9090804637927969,1
56,69.16645084692057,0,0.0,5,0.9486373294145324,1
57,62.887355775963314,0,0.0,6,0.8210866908420298,1
58,68.36924610550481,0,0.0,4,0.9265233228012442,1
59,70.32091532288624,0,0.0,2,0.9556308581586289,1
60,67.72742084457292,0,0.0,4,0.9130551261894213,1
61,70.16855859019736,0,0.0,2,0.9524674338666591,1
62,2.047155647597406,0,0.0,10,0.9491113811354843,0
63,2.104555539275847,0,0.0,10,0.9633348713553374,0
64,1.4330373934159812,0,0.0,10,0.7864062459300155,0
65,2.1511430308446586,0,0.0,10,0.9747366658810775,0
66,67.1672327684408,0,0.0,7,0.9192966539447411,1
67,68.1473334923116,0,0.0,4,0.9218840901661198,1
68,63.24847106845949,0,0.0,2,0.7987724030613002,1
69,62.97629327881909,0,0.0,10,0.8509352587577477,1
70,68.85060331726294,0,0.0,5,0.9422128855792957,1
71,65.50924272167379,0,0.0,10,0.9032310814421131,1
72,68.83649153195974,0,0.0,5,0.9419228219268195,1
73,69.17089571638168,0,0.0,7,0.9595642011829425,1
74,2.103861080306983,0,0.0,10,0.9635027027448352,0
75,64.76681445461794,0,0.0,9,0.881975955833784,1
76,66.30790156686113,0,0.0,5,0.8891509413922464,1
77,68.54890639162305,0,0.0,6,0.9416862411576098,1
78,66.5200107074535,0,0.0,10,0.9234605001828571,1
79,66.33097621600056,0,0.0,10,0.9196597628972747,1
80,66.43867957919902,0,0.0,7,0.9043122593930886,1
81,69.98411437659254,0,0.0,5,0.9650881129626727,1
82,69.38052389287772,0,0.0,4,0.9474386866522323,1
83,69.7593219612947,0,0.0,3,0.9496188039471753,1
84,66.16155829183218,0,0.0,2,0.866054619896181,1
85,1.2992743033715688,0,0.0,8,0.8512314329724299,0
86,1.4878952650304915,0,0.0,8,0.914956834099135,0
87,1.600170637944536,0,0.0,8,0.9518110990398958,0
88,64.65274485745735,0,0.0,7,0.8667409195526665,1
89,70.32052014873062,0,0.0,9,0.9917929048574642,1
90,1.2906434941611526,0,0.0,10,0.7462626266795386,0
91,66.71020193632894,0,0.0,6,0.9038842468183547,1
92,66.40248190010874,0,0.0,5,0.8911689180577708,1
93,60.290216060895375,0,0.0,5,0.7525629626291019,1
94,1.6497317031154002,0,0.0,10,0.845622138002114,0
95,60.57276753122702,0,0.0,5,0.7593857743200118,1
96,1.8293597620798399,0,0.0,10,0.8932355049697259,0
97,69.27274880955439,0,0.0,5,0.9507986264520234,1
98,70.0885767098847,0,0.0,8,0.982586422924079,1
99,70.13613132898799,0,0.0,7,0.9784999699826317,1
100,70.32288422995462,0,0.0,5,0.9718951491291369,1
101,2.1245419203764144,0,0.0,10,0.9687711131022193,0
102,64.67888649683613,0,0.0,7,0.8673028727296069,1
103,64.81136902370247,0,0.0,8,0.8765824232515288,1
104,65.47406206498248,0,0.0,5,0.8712092795970379,1
105,62.90047509201606,0,0.0,10,0.8493570058314002,1
106,63.83191359062106,0,0.0,9,0.8624281440533709,1
107,2.239962856242296,0,0.0,10,0.9947758829176218,0
108,71.19210242643274,0,0.0,7,0.9988914064358323,1
109,2.2079797736908424,0,0.0,10,0.98572330751419,0
110,1.5415098088957646,0,0.0,9,0.8649453292502773,0
111,2.245354877028481,0,0.0,10,0.9988454863029068,0
