episode,rewards,q_values,td_errors,path_lengths,fidelities,success
0,66.78184730732298,0,1.1878001689910889,2,0.8798638702809065,1
1,68.54581819225693,0,0.9123600423336029,5,0.9359774137849397,1
2,67.06433320873704,0,0.9997758269309998,4,0.8989760280623986,1
3,1.2102863227179217,0,0.7783260984080178,8,0.8203324136489432,0
4,64.17532101000745,0,0.833130806684494,3,0.8281748250734303,1
5,1.5263276849584542,0,0.794064998626709,8,0.9276194337993753,0
6,1.5971115924583734,0,0.7577627897262573,8,0.9508551317404432,0
7,66.06136131283182,0,0.5420791149139405,6,0.8902496522938934,1
8,66.35148264122124,0,0.6563578724861145,6,0.8963660744988474,1
9,67.00390672788335,0,0.6724552094936371,6,0.9099988054135186,1
10,1.9184631799744727,0,0.60856122440762,10,0.9163643196047773,0
11,64.36873838266315,0,0.6764038801193237,5,0.8469763744722159,1
12,58.06321861010275,0,0.8389933705329895,3,0.6772543802689132,1
13,69.79926914994489,0,0.8661019980907441,6,0.9667301741051861,1
14,1.7944767761819018,0,0.5025734735859765,10,0.8840573983183386,0
15,0.6082830454126307,0,0.371580857783556,5,0.7684010577833982,0
16,64.08027112149101,0,0.46232540692601887,8,0.8611233231580111,1
17,65.35391144995037,0,0.7580492794513702,6,0.8751973586112864,1
18,65.07292959867635,0,0.484575055539608,5,0.862475727600463,1
19,71.39113713920956,0,0.8419323936104774,5,0.9929916537564216,1
20,2.0503529813972614,0,0.5263504650857713,10,0.9500655039715789,0
21,65.46302711099314,0,0.4287093068872179,8,0.8902014859493398,1
22,63.134182891026406,0,0.6636452760015216,8,0.8407886460596427,1
23,62.61768366103502,0,0.5868153721094131,9,0.8365172651216068,1
24,60.659266554645235,0,0.7360820174217224,4,0.7529273305775547,1
25,64.28087583153511,0,0.607479065656662,10,0.8781691545557476,1
26,1.3578652636688817,0,0.49732138713200885,10,0.7653626301804971,0
27,65.061660518801,0,0.5358907282352448,4,0.8553730852154342,1
28,63.39840934676503,0,1.0419614166021347,3,0.8101674805226446,1
29,64.43751064444919,0,0.7048066854476929,2,0.8267430205125361,1
30,1.3927222858930899,0,0.5268831451733907,10,0.7751501767646004,0
31,1.8732655345469296,0,0.4275347805685467,10,0.9046617865007147,0
32,1.6612641461004776,0,0.5588094890117645,10,0.8487565705307618,0
33,1.6021327352304195,0,0.5102531686425209,9,0.8861352772865453,0
34,68.39814387135576,0,0.39246070981025694,6,0.9386311723429883,1
35,1.5053866487000758,0,0.3743656608793471,10,0.8064419834527969,0
36,1.0631139536868717,0,0.43934832726206097,8,0.7678645865880454,0
37,2.0442582723355307,0,0.3717297928200828,10,0.9481471240989884,0
38,62.59855971496215,0,0.6282361559569836,9,0.8361100932483501,1
39,66.05222259525051,0,0.26870405673980713,2,0.8636027701844701,1
40,67.93208885198028,0,0.5112715767962592,8,0.9403906551212398,1
41,59.864606644422494,0,0.4221005439758301,4,0.7333064844034161,1
42,1.4546230276276573,0,0.5050376703341802,10,0.7915475649291869,0
43,58.69731372313722,0,0.5920412008251462,8,0.7399830606570028,1
44,1.7474032645052189,0,0.4269280499882168,10,0.8662683842777178,0
45,66.53280952082658,0,0.5452776451905569,7,0.9062570757693971,1
46,1.504274627337003,0,0.6660087406635284,10,0.8043563929030544,0
47,61.364500328757906,0,0.5655569268597497,10,0.8163119164848891,1
48,1.458925908540773,0,0.6214045153723823,10,0.7936234343553458,0
49,66.95371184578576,0,0.6556646823883057,2,0.8836602631693887,1
50,63.04951306094034,0,0.6708867166723523,8,0.8389485764338025,1
51,61.655300411176846,0,0.6819645296782255,9,0.8155572446481572,1
52,1.969103254663806,0,0.7015383640925089,10,0.9292615409411054,0
53,1.6536018500705874,0,0.5605014231469896,10,0.8466860374936441,0
54,1.5463692018815547,0,0.5758630500899421,10,0.8176024946064693,0
55,62.22597314488882,0,0.5723182111978531,3,0.7824326222917561,1
56,0.6521200668926042,0,0.27969300250212353,4,0.9261072892157513,0
57,1.199982878439522,0,0.4968935787677765,6,0.9776421436076363,0
58,1.2081219055194459,0,0.6014096119574138,8,0.8195645323522847,0
59,61.311432503935634,0,0.48444297661383945,7,0.7928831530845312,1
60,67.29749839571778,0,0.6390255130827427,9,0.9332467858504797,1
61,68.52155589194626,0,0.29546064138412476,2,0.9177233382087184,1
62,1.1780534289320446,0,0.5441742326532092,8,0.8089898167899597,0
63,65.6787667741404,0,0.601406512161096,7,0.8884755915713979,1
64,71.89708625043629,0,0.6033797562122345,3,0.9929850647585632,1
65,70.50628230448466,0,0.6588186323642731,9,0.9953876063861039,1
66,64.02214751560568,0,0.603799045085907,2,0.8170554698703737,1
67,67.61141522746455,0,0.5939323802789053,7,0.9283321754030183,1
68,60.36930703225695,0,0.40599800149599713,7,0.7711147850190809,1
69,67.95524769441903,0,0.5044941521353192,10,0.9514672837187694,1
70,0.7601791810772613,0,0.6933359652757645,5,0.8606984170474652,0
71,63.93660013470588,0,0.3235872983932495,2,0.8150492977957847,1
72,59.342461846084944,0,0.929335355758667,3,0.710798676395185,1
73,68.44376910229822,0,0.6179647594690323,5,0.9338314917251187,1
74,57.50380635294022,0,0.5098749548196793,7,0.7018199311955027,1
75,1.1882761855617594,0,0.5652030987872018,10,0.716433658620083,0
76,1.3023454958160152,0,0.4294370029653822,8,0.852277197975821,0
77,69.54749139141349,0,0.48034611716866493,9,0.9770749944419133,1
78,69.55804746027795,0,0.6611660917599996,7,0.96719185539885,1
79,65.11455306376736,0,0.6794370412826538,2,0.8423496020910008,1
80,1.5818739926730885,0,0.475984982081822,8,0.9457293068764908,0
81,67.50733183254773,0,0.4619801143805186,4,0.9084009089547068,1
82,70.50224741207455,0,0.3759609205382211,8,0.9904654410261137,1
83,2.2189163330887256,0,0.4595009419653151,10,0.9922829527442639,0
84,63.82105693648364,0,0.4462404151757558,7,0.8488044134371316,1
85,2.218306225574244,0,0.4434814602136612,10,0.9917183506325626,0
86,2.1982234176114437,0,0.5647474428017935,10,0.9868137010324496,0
87,68.61906097219666,0,0.6239558905363083,3,0.9258358764612651,1
88,71.5087598513806,0,0.6202796027064323,5,0.9952893249874087,1
89,57.46294499013083,0,0.7872894778847694,5,0.6815712960802985,1
90,0.6745120384064774,0,0.48400137821833294,4,0.9432689828069732,0
91,2.002278228887738,0,0.6894267665015327,10,0.9355785252077058,0
92,1.9529261302196588,0,0.7514484292931027,10,0.9248910016072781,0
93,65.5198784376867,0,0.529996708035469,3,0.8586292077696962,1
94,0.8700259358143048,0,0.39859946966171267,6,0.823044737121067,0
95,0.6129181231848543,0,0.48411502242088317,6,0.6916998373085121,0
96,64.98562108441855,0,0.2970214784145355,2,0.8393948109941259,1
97,1.0309696882120765,0,0.8871194918950399,7,0.8160201928745152,0
98,1.1826796589304958,0,0.4459581871827443,7,0.8787019599955548,0
99,59.72638882303662,0,1.2348729968070984,3,0.7206405638395735,1
100,64.04571161370609,0,0.5303855836391449,7,0.8536868363806939,1
101,1.4870192409493963,0,0.6820703281296624,10,0.8013407995639743,0
102,1.1672743842285225,0,0.7206673870484034,10,0.710265866368526,0
103,1.2488630222851582,0,0.6669756855283465,8,0.8336409386618875,0
104,68.19048860527045,0,0.7702390005191168,7,0.9400229479269594,1
105,68.00439908565319,0,0.43167707324028015,8,0.9418258522408192,1
106,58.483088190732126,0,0.7013621255755424,9,0.7433931644079198,1
107,61.63705416374909,0,0.44965190688769024,7,0.8003054609366803,1
108,63.6903008214116,0,0.549213707447052,2,0.8092521140269581,1
109,71.90524462488159,0,0.880179762840271,4,0.9981367269406048,1
110,60.00350653254431,0,0.5096600900093714,7,0.7625386553350052,1
111,55.457984162031984,0,0.5759278916650348,10,0.6790814601362772,1
112,60.36464527646525,0,0.6586501683507647,8,0.778992451279559,1
113,63.28228110075832,0,0.5021606120798323,10,0.8574038004978833,1
114,69.69821296978708,0,0.5953519165515899,6,0.9647199418760493,1
115,67.9309698707461,0,0.6081104940838284,10,0.9511190153744993,1
116,60.81592216858376,0,0.6315891742706299,4,0.7567484806979042,1
117,70.57624966880321,0,0.59607715010643,6,0.9820381138680517,1
118,1.221580162254353,0,0.501311386624972,10,0.726399221585302,0
119,1.8490527978098794,0,0.5057572159502242,10,0.8981905841165202,0
120,67.93478122767768,0,0.4946888267993927,6,0.9291768064512468,1
121,1.6402747113253635,0,0.546816411945555,10,0.8428466665605575,0
122,57.937732507480106,0,0.7054248452186584,2,0.6634476588037242,1
123,1.4633222365371221,0,0.6208247286932809,8,0.9065518166955585,0
124,61.84509480492992,0,0.539715126156807,3,0.7732559810522045,1
125,1.0479541175060774,0,0.6448211570580801,10,0.6749571514910563,0
126,64.28846807950318,0,0.7033074663745033,10,0.8782843169505142,1
127,66.10668337391833,0,0.916643500328064,5,0.8848128117166166,1
128,1.1957355263705853,0,0.7391798661814796,10,0.7181804801882294,0
129,1.857695282945966,0,0.6701469288931953,10,0.9004145926127513,0
130,0.3982337948172523,0,1.0706371466318767,4,0.7185915857810866,0
131,65.0055379878873,0,0.5542167524496714,7,0.8742126175018121,1
132,59.86122268257944,0,0.5800638943910599,7,0.7591822907072777,1
133,1.9937709812830693,0,0.6781765355004205,10,0.935536934002858,0
134,59.51432343700691,0,0.5042059471209844,7,0.7509499109148046,1
135,1.411111284674483,0,0.5301164819134606,10,0.7796694693276843,0
136,0.38516254563730756,0,0.4666568438212077,4,0.7071238205607743,0
137,56.19961245560817,0,0.5454953064521154,7,0.6686784945078802,1
138,63.366108284330686,0,0.6644864806107112,8,0.8457546503876108,1
139,62.95145782527839,0,0.7808445572853089,6,0.822526567854166,1
140,62.05322353041173,0,0.5107536971569061,6,0.8021663044946428,1
141,1.6789352516096572,0,0.5980889830324385,10,0.8533484473136187,0
142,61.7380444341562,0,1.345374345779419,2,0.7621275718543636,1
143,56.10882529505717,0,0.6458148890071445,10,0.6951524368731771,1
144,1.1368128813281666,0,0.6453964776462979,10,0.701542654400692,0
145,57.77820502049484,0,0.5323469936847687,5,0.689738538443451,1
146,0.834082494094623,0,0.7549975395202637,6,0.8021678881048145,0
147,0.5546615837105345,0,0.4464527368545532,4,0.8481291242554826,0
148,59.522106141165985,0,0.526780883471171,4,0.7247287899309688,1
149,61.24139169070504,0,0.6267715692520142,4,0.767043130157069,1
150,1.1675860786432817,0,0.7163250318595341,8,0.8052461036526558,0
151,1.8442797868706178,0,0.5763991673787435,10,0.8970832639961718,0
152,60.446653322928825,0,0.5904430647691091,4,0.747711051201208,1
153,1.8851794068297236,0,0.6318034099207984,10,0.907109888668066,0
154,1.727677060414083,0,0.6641361547840966,10,0.8663735219635168,0
155,0.44384499842113806,0,0.6028658350308737,4,0.7579147896060372,0
156,1.2834671545920755,0,0.619632727570004,10,0.7412999953450494,0
157,1.1571663646735613,0,0.5466868989169598,9,0.7494188339699458,0
158,60.92551106227398,0,0.6160156540572643,9,0.7993325175591166,1
159,66.11455142675648,0,0.6259256452322006,5,0.8850149643353781,1
160,1.1979133686244432,0,0.5354646311865913,10,0.719094670520765,0
161,1.2047244455185357,0,0.6962341931131151,10,0.7192498111882479,0
162,1.2427999530990066,0,0.5644970039526621,10,0.7306267007166336,0
163,1.0198400786770887,0,0.5405854947037168,10,0.6663861053219476,0
164,55.78891752955302,0,0.47820160455173916,10,0.6873110859715328,1
165,62.8447991530679,0,0.7128787388404211,7,0.8273903577289488,1
166,1.274443693814868,0,0.6150373286671109,10,0.7415516444101445,0
167,64.74004674353338,0,0.5359063185751438,9,0.8813983259476418,1
168,1.2478930426643027,0,0.4931907256444295,7,0.9040381783538805,0
169,2.0239442725130523,0,0.6346417466799418,10,0.9431683818980642,0
170,65.50042897717188,0,0.4790237545967102,3,0.8581948958273842,1
171,61.21422617580684,0,1.2177799344062805,3,0.7578763048914946,1
172,2.244912402122536,0,0.5994828674528334,10,0.9986306090911656,0
173,1.7187105583168976,0,0.6728585826026069,10,0.8640384289339279,0
174,65.09008344806833,0,0.7806461197989327,8,0.882385997897969,1
175,66.4537760556268,0,0.6079189138753074,8,0.9105851259753664,1
176,1.999515057044687,0,0.5914178209172355,10,0.9356635603312383,0
177,63.24948825417565,0,0.3492959936459859,4,0.814389355516803,1
178,0.8131402993252874,0,0.6770942568778991,6,0.7936207856176227,0
179,62.124542509790395,0,0.9343322962522507,5,0.7960502550793609,1
180,1.2958662853373661,0,0.5131725115435464,8,0.8500383567232442,0
181,66.74677334012182,0,0.6028980447186364,10,0.9277815815544231,1
182,64.90265094091963,0,0.5314712643623352,6,0.8654878613091691,1
183,1.7456078400210884,0,0.7554119163089328,10,0.8711427287095588,0
184,66.24640285155343,0,0.6659421589639452,10,0.9180062826809524,1
185,1.5272748357561385,0,0.7593958609633975,10,0.8119356177219499,0
186,68.77263232324943,0,0.3356921970844269,2,0.9230863634713649,1
187,1.7668251984058476,0,0.6358515806496143,9,0.9330412614064376,0
188,65.03163107764506,0,0.44942036271095276,3,0.8476679716296937,1
189,63.993256962643855,0,0.8023926019668579,4,0.8313971888294553,1
190,63.923811288912916,0,0.6394459784030915,6,0.8441435335249018,1
191,1.8321574012851216,0,0.5828920006752014,10,0.892299584206951,0
192,1.5087382958939952,0,0.4687812493907081,10,0.8071974926836378,0
193,2.1047082404926667,0,0.6804855002297295,10,0.9634847967326374,0
194,2.022175711062438,0,0.6211923327710893,10,0.942915898766069,0
195,62.37269425221119,0,0.6116687059402466,5,0.8018199833497318,1
196,70.48649498595226,0,0.7044156789779663,3,0.9645322065404279,1
197,0.7480258974218057,0,0.7420201500256857,4,0.9983211313864923,0
198,65.29073313525954,0,0.6474027812480927,6,0.8738171114495613,1
199,0.45883710209694095,0,0.6167660355567932,5,0.6704983621962473,0
200,64.38481427600526,0,0.6367069019211663,10,0.8800458672145911,1
201,2.0401995187628135,0,0.6389651000499725,10,0.9438160040309062,0
202,64.99192459208996,0,0.675623282790184,7,0.8737534966988552,1
203,62.42357594261321,0,0.6752253174781799,2,0.778921181204207,1
204,63.50813470145571,0,0.626774787902832,7,0.8419941011599503,1
205,66.95328027866816,0,0.62879878282547,4,0.8966010671448439,1
206,64.66505603253816,0,0.6162073910236359,6,0.860346994828171,1
207,1.7299188936811407,0,0.6601299477948083,10,0.867050211096183,0
208,65.33640589134143,0,0.6956537812948227,5,0.868219445213838,1
209,1.7456722265516678,0,0.6437182687222958,9,0.9279415640709618,0
210,64.81919153742811,0,0.6739001274108887,2,0.8355687803503771,1
211,2.1034333651547894,0,0.6587573422325982,10,0.9634669392216482,0
212,63.96872529934336,0,0.765636662642161,4,0.8308407521762665,1
213,63.13283146278292,0,0.7356077134609222,7,0.8337576893826598,1
214,61.0156874844517,0,0.6086895987391472,9,0.8014052506871194,1
215,1.3835597517154823,0,0.7137469251950582,10,0.7722263540647681,0
216,63.258220756180854,0,0.5719161629676819,3,0.8069005354736313,1
217,2.086457313070328,0,0.6950347423553467,10,0.9590919070015687,0
218,68.83767834419744,0,0.8282825350761414,4,0.9362571094127277,1
219,0.9447489852961903,0,0.7301368080079556,9,0.679514268488109,0
220,2.084999216264532,0,0.8154783844947815,10,0.9577310324932857,0
221,63.54589322537902,0,0.6224016845226288,3,0.8136194229898033,1
222,1.7164708319487412,0,0.7692820231119791,10,0.8621996312488077,0
223,66.55425769338682,0,0.665652871131897,2,0.8748168227179663,1
224,63.722792168699414,0,0.5784885101020336,9,0.8601249624846937,1
225,1.6747135693473267,0,0.5444445378250546,10,0.8523546383104467,0
